id,file_name,page_start,page_end,current_section_number,detected_body_heading,mismatch_type,first_40_words_sanitized,contains_group_m,contains_1115,contains_12000,contains_903,contains_907,recommended_action,proposed_section_number,confidence,reviewer_notes
2784,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,147,152,2306.7.3,,no_detectable_heading,"❖ This provision addresses two alternatives to mounting dispensers so as to provide impact protection. One is to mount the dispenser on an elevated island and the other is to protect the dispenser in accordance with Section 312, which requires",1,,,,,split_chunk_candidate,,,
2785,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,147,152,2306.7.4,,no_detectable_heading,❖ The dispenser emergency valve (shear valve) is designed to close automatically when the dispenser is knocked over or if the dispenser is involved in a fire. This so-called “impact” valve is intended to prevent the free flow of fuel,,,,,,split_chunk_candidate,,,
2786,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,147,152,2306.7.5,2306.7.6,body_heading_differs_from_section_number,from being transmitted via the retrieving cable directly to the dispenser. Commentary FIGURE 2306.7.5.1 shows a breakaway device installed between the nozzle and the hose- retrieving mechanism. 2306.7.6 Fuel delivery nozzles. A listed automatic-closing type hose nozzle valve with or,,,,,,split_chunk_candidate,,,
2787,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,147,152,2306.7.6,,no_detectable_heading,"This provision may seem to be in conflict with Section 2306.7.6, which requires a nozzle with or without a latch-open device. Hose nozzle valves are investigated and labeled by independent testing laboratories and are designed to shut off fuel flow",,,,,,split_chunk_candidate,,,
2788,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,147,152,2306.7.7,,no_detectable_heading,"❖ In remote pumping systems, the piping between the remote pump and the dispenser, because it is under pressure, is the number- one location of fuel spills caused by leaks. This section addresses both underground and above-ground piping. If the",,,,,,split_chunk_candidate,,,
2789,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,147,152,2306.7.9,,no_detectable_heading,❖ As fuel enters the fuel tank of the vehicle it displaces fuel vapors. The vapor-balance system simply captures these vapors and returns them to the storage tank. 2306.7.9.1.1 Dispensing devices. Dispensing devices incorporating provisions for vapor recovery shall be,,,,,,split_chunk_candidate,,,
2790,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,147,152,2306.7.4,,no_detectable_heading,"❖ Flexible joints must be listed, approved and installed in the following locations: 1. Where piping connects to underground piping. 2. Where piping ends at pump islands and vent risers. 3. At points where differential movement in the piping can",,,,,,split_chunk_candidate,,,
2791,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,153,154,2306.7.9,2306.7.9.2,body_heading_child_of_section_number,"CHAPTER 23—MOTOR FUEL-DISPENSING FACILITIES AND REPAIR GARAGES SBC 801-CC-2024 1123 acceptable clearance alternatives, recognizing that the required clearances cannot, in all cases, be achieved. This is especially true in the case of vapor-processing equipment being installed at established motor fuel-dispensing",,,,,,split_chunk_candidate,,,
2792,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,153,154,2306.7,2306.7.1,body_heading_child_of_section_number,"The fuel-dispensing system consists of all equipment required to get the fuel from the tank into the vehicle being fueled. It consists of the pumps, piping, dispensers, hoses, nozzles, break-away devices and any other equipment required for a particular application.",,,,,,split_chunk_candidate,,,
2793,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,153,154,105.5.18,,no_detectable_heading,"The same technologies used to store and dispense gasoline and diesel fuels are used for alcohol-based fuels because, like gasoline, they are liquid at ambient pressures and temperatures. However, only E85 compatible materials should be used in the storage and",,,,,,split_chunk_candidate,,,
2795,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,155,170,2303.1,,no_detectable_heading,"❖ Whereas Section 2303.1 regulates the location of dispensing devices, this section regulates the location of the point of transfer of the LP gas motor fuel into the vehicle fuel tank. The intent of the term “point of transfer” is",,,,,,split_chunk_candidate,,,
2798,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,155,170,2310.3.4,,no_detectable_heading,❖ The automatic-closing-type nozzle is designed to operate with automotive-type fuel receivers. Many marine craft are not equipped with automotive-type fuel receivers with the vent line terminating in the receiver tube. It is the fuel returning in the vent line,,,,,,split_chunk_candidate,,,
2801,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,158,161,2305.5,,no_detectable_heading,CHAPTER 23—MOTOR FUEL-DISPENSING FACILITIES AND REPAIR GARAGES SBC 801-CC-2024 1128 to the atmosphere upon breaking the connection with the fill valve on the vehicle. 5. Portable fire extinguishers shall be provided in accordance with Section 2305.5. 6. Warning signs shall,,,,,,split_chunk_candidate,,,
2806,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,162,167,2308.8.1,,no_detectable_heading,CHAPTER 23—MOTOR FUEL-DISPENSING FACILITIES AND REPAIR GARAGES SBC 801-CC-2024 1132 fire/explosion hazard. This section is intended to divert the vented vapor upward and away from any potential ignition source. 2308.8.1.2.6 Signage. Approved “No Smoking” signs complying with Section 310shall be,,,,,,split_chunk_candidate,,,
2808,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,162,167,2309.3.1,2309.3.1.2,body_heading_child_of_section_number,"❖ This section requires that hydrogen generation, compression and storage equipment installed outdoors be provided with the minimum separations prescribed by Chapter 58 and NFPA 2. 2309.3.1.2 Indoors. Generation, compression, storage and dispensing equipment shall be located in indoor rooms",,,,,,split_chunk_candidate,,,
2809,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,162,167,2309.3.1,2309.3.1.5,body_heading_child_of_section_number,"❖ Although Section 2309includes substantial safe-guards for the generation, compression, storage or dispensing of hydrogen motor fuel, stored liquefied hydrogen is also classified as a flammable cryogenic fluid requiring compliance with Chapter 55, which in turn requires compliance with NFPA",,,,1,,safe_auto_candidate,,,
2810,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,162,167,2309.3.1,2309.5.3,body_heading_differs_from_section_number,"❖ Whereas Section 2309.3.1.5.3requires a precautionary hydrogen “dump” from the canopy-mounted hydrogen equipment when the automatic sprinkler system operates, this section provides additional protection to the hydrogen equipment by requiring that the emergency shutoff required by Section 2309.5.3 be automatically",,,,,,split_chunk_candidate,,,
2813,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,162,167,2311.8.11,2309.6.1,suspicious_cross_chapter_label,"❖ This section essentially references NFPA 2 for detailed requirements on repairs, purging, defueling and methods of discharge. This section is specific to fixed storage and generation equipment associated with hydrogen. It is not intended to require compliance with NFPA",,,,,,manual_review,,,
2818,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,194,196,2401.1,2403.2,suspicious_cross_chapter_label,"❖ This section states that the general protection requirements that apply to all processes (spraying, dipping and powder coating) are contained in this section. The regulation and mitigation of hazards common to all processes described in Section 2401.1 are set",,,,,,split_chunk_candidate,,,
2819,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,194,196,2403.2.1,,no_detectable_heading,❖ It is critical that only specifically approved electrical equipment be allowed in spraying spaces where deposits of combustible residues may readily accumulate. This section limits the use of electrical equipment in the aforementioned area subject to deposit of residue,,,,,,split_chunk_candidate,,,
2820,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,194,196,2404.6.1,2403.2.3,suspicious_cross_chapter_label,"❖ For obvious prevention reasons, open flames and spark-producing devices are not allowed in areas considered as flammable vapor areas and areas that could contain flammable vapors should the ventilation system fail. Open flames are prohibited where flammable or combustible",,,,,,split_chunk_candidate,,,
2823,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,197,199,2403.3.5,2403.3.5.1,body_heading_child_of_section_number,"❖ Another hazardous aspect of spray finishing is the use of solvents to clean spray guns and related equipment. When spray booths require cleaning, the use of solvents may often pose a greater hazard than the normally used spray- finishing",,,,,,split_chunk_candidate,,,
2824,SBC 801 - The Saudi Fire Protection Code (3)-1001-1200_extracted_chunks.json,197,199,2403.4.1,,no_detectable_heading,❖ A regular cleaning schedule should be adopted for spraying spaces and spray-finishing enclosures. Accumulations of spray residue in interior spray booths or rooms or on exhaust duct surfaces should be removed at least daily or more frequently when accumulations,,,,,,split_chunk_candidate,,,
2827,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,1,3,2404.9,,no_detectable_heading,CHAPTER 24—FLAMMABLE FINISHES SBC 801-CC-2024 1171 are used. Exception 1 recognizes that most automobile undercoating and corrosion-inhibitor application operations use combustible liquids with flash points greater than 60°C. Precautions must be taken to prevent these materials from being heated above,,,,,,split_chunk_candidate,,,
2828,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,1,3,416.2,2404.3.2,suspicious_cross_chapter_label,"Note that SBC 201 Section 416.2 further requires that spray room floors be “waterproofed and drained in an approved manner.” Waterproof floors are to be arranged to drain either to the outside of the building, to internal drains or to",,,,,,split_chunk_candidate,,,
2830,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,1,3,2404.3.2,2404.3.2.6,body_heading_child_of_section_number,"Exception 2 recognizes that if an exterior wall or roof assembly is of noncombustible construction, it will not contribute to the fuel load or the spread of fire to other interior parts of the building. This meets the intent of",,,,,,split_chunk_candidate,,,
2831,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,4,6,2404.4.1,,no_detectable_heading,"CHAPTER 24—FLAMMABLE FINISHES SBC 801-CC-2024 1174 9. Protection shall also extend to exhaust plenums, exhaust ducts and both sides of dry filters when such filters are used. ❖ Automatic sprinkler protection is the preferred method of protection for spray booths",,,,,,split_chunk_candidate,,,
2833,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,4,6,2404.7.2,,no_detectable_heading,❖ The practice of drying finished work pieces in the same enclosure where spray finishing is in progress is common in the automobile refinishing industry. This practice must be confined to spray-finishing enclosures designed for this purpose in compliance with,,,,,,split_chunk_candidate,,,
2834,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,4,6,2404.6.2,2404.6.2.1,body_heading_child_of_section_number,❖ Fixed lighting units (luminaires) can be designed to minimize the possibility of ignition caused by the accidental heating of vapors above their autoignition temperature. Radiant heat from the source of illumination on the flammable finishes may cause ignition. 2404.6.2.1,,,,,,split_chunk_candidate,,,
2836,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,7,13,2404.7.3,,no_detectable_heading,"The recirculation of exhausted air containing flammable vapors could help spread the hazard of flash fires from the area of vapor generation to other parts of the building. At best, it would adversely affect only the area of vapor generation",,,,,,split_chunk_candidate,,,
2837,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,7,13,2404.7.3,,no_detectable_heading,"❖ To help keep flammable vapors in a designated spraying space and limit the amount of overspray, the code requires that the exhaust system be adequately sized to maintain an average velocity over the open face of the booth or",,,,,,split_chunk_candidate,,,
2840,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,7,13,2403.4.1,2404.7.8,suspicious_cross_chapter_label,"As mentioned in the commentary to Section 2403.4.1, the term “nonsparking” is somewhat inaccurate. Parts made of brass and similar “nonsparking” materials do produce sparks but with ignition energies too low to ignite flammable vapors. Nevertheless, such parts should be",,,,,,split_chunk_candidate,,,
2841,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,7,13,2403.4,2404.7.8.6,suspicious_cross_chapter_label,"❖ To reduce the possibility of ignition, filters should be disposed of in approved metal containers with tight-fitting, self-closing lids. Waste containers should be removed from the building when full and at the end of each work shift. See also",,,,,,split_chunk_candidate,,,
2848,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,14,18,901.6,2405.5,suspicious_cross_chapter_label,are required for each 0.1 m2 of dip-tank area if either dry-chemical or carbon dioxide portable extinguishers are installed. Only one unit of Class B rating is required per 0.1 m2 if aqueous film-forming foam (AFFF) portable extinguishers are provided.,,,,,,split_chunk_candidate,,,
2849,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,14,18,2405.9.1,,no_detectable_heading,"❖ The requirements of Sections 2405.9.1 through 2405.9.5 apply to oil-quenching tanks used in hardening and tempering processes. Individually, hardening and tempering are usually accomplished by immersing parts in tanks containing certain metal salts heated to temperatures between 760°C and",,,,,,split_chunk_candidate,,,
2850,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,14,18,2405.10,,no_detectable_heading,"❖ In flow-coat operations, a liquid coating is applied to the workpiece in a nonatomized stream through fixed or oscillating nozzles. Excess liquid is collected in a trough or sump below the workpiece and recirculated through a reservoir. The principal",,,,,,split_chunk_candidate,,,
2852,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,19,20,2406.4.2,,no_detectable_heading,"❖ Automated powder application may or may not have operators who would take steps to reduce the severity of the fire by shutting down the supply of powder, turning off energy supplies, warning occupants for evacuation, etc. The flame detection",,,,,,split_chunk_candidate,,,
2854,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,21,22,2404.7,,no_detectable_heading,CHAPTER 24—FLAMMABLE FINISHES SBC 801-CC-2024 1191 suspended powders shall be removed through exhaust ducts to the powder recovery system. ❖ Powder coating creates explosive atmospheres because of the large surface areas of the particles when dispersed in the air. The,,,,,,split_chunk_candidate,,,
2855,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,21,22,2407.3.1,,no_detectable_heading,"❖ Electrostatic atomizing heads are connected to both an air source and flammable coating products. Additionally, this particular piece of equipment is connected to high-voltage electricity. Oxygen, fuel and sources of ignition are readily available. Therefore, special care and consideration",,,,,,split_chunk_candidate,,,
2856,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,21,22,2407.5,,no_detectable_heading,"❖ Automated liquid electrostatic spray application may or may not have operators who would take steps to reduce the severity of the fire, such as shutting down the supply of coating material, warning occupants for evacuation purposes, etc. The flame",,,,,,split_chunk_candidate,,,
2858,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,23,24,2408.5,2408.2,body_heading_differs_from_section_number,"❖ This section establishes the applicability of Sections 2408.2through 2408.5, as well as Section 2403for the regulation of organic peroxides and other dual-component coatings. 2408.2 Use of organic peroxide coatings. Spraying operations involving the use of organic peroxides and other",,,,,,split_chunk_candidate,,,
2862,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,26,37,2409.4.2,2409.4.2.1,body_heading_child_of_section_number,"CHAPTER 24—FLAMMABLE FINISHES SBC 801-CC-2024 1196 floor surfaces shall be covered with paper, polyethylene film or other approved material to allow for removal of overchop. Overchop shall be allowed to cure for not less than 4 hours prior to removal.",,,,,,split_chunk_candidate,,,
2863,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,26,37,2410.5,2410.3,body_heading_differs_from_section_number,"❖ In order to avoid circulation of potentially flammable vapors into other parts of the building, mechanical systems that are not part of the exhaust system required in Section 2410.5 must be shut down during the application of flammable or",,,,,,split_chunk_candidate,,,
2865,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,38,38,2501.1,,no_detectable_heading,"CHAPTER 25—FRUIT AND CROP RIPENING SBC 801-CC-2024 1208 —FRUIT AND CROP RIPENING ❖ General Comments Consumers have become accustomed to having a wide variety of the ripest and most attractive fruits and vegetables available all year. To supply this demand,",,,,,,split_chunk_candidate,,,
2874,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,46,54,2603.2.2,,no_detectable_heading,"❖ The structure’s electrical service must be disconnected at the main service disconnect during fumigation or insecticidal fogging operations. While not specifically required, a physical means for preventing the inadvertent, premature restoration of power by anyone other than the fumigation",,,,,,split_chunk_candidate,,,
2875,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,46,54,2601.2,2603.3.1,suspicious_cross_chapter_label,Fire fighters must be aware of the nature of hazards to encourage the use of protective gear and precautions when investigating or operating at sites involving structures undergoing fumigation. Fire officials may consider the required written notification as a default,,,,,,split_chunk_candidate,,,
2877,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,46,54,2603.5.1,,no_detectable_heading,"❖ Fundamental to a successful fumigation operation is achieving the proper concentration of fumigant for the proper length of time to allow the treatment to permeate all portions of the structure, including interstitial spaces and even some building materials to",,,,,,split_chunk_candidate,,,
2879,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,55,55,2701.1,,no_detectable_heading,"CHAPTER 27—SEMICONDUCTOR FABRICATION FACILITIES SBC 801-CC-2024 1225 —SEMICONDUCTOR FABRICATION FACILITIES ❖ General Comments The invention, development and exploitation of semiconductor technology has changed the world. Without integrated circuits, and the microchips (or “chips”) they are composed of, the world of",,,,,,split_chunk_candidate,,,
2884,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,56,64,2704.3,2703.3.5,suspicious_cross_chapter_label,❖ Proper storage of hazardous materials can reduce the danger associated with those materials. Section 2704.3 establishes that adequate separation must be provided between materials and limits the quantity of materials stored in HPM rooms. This section requires that the,,,,,,split_chunk_candidate,,,
2885,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,56,64,5003.2.6,2703.6,suspicious_cross_chapter_label,❖ Fundamental to the safe operation of an HPM facility are the care and maintenance of the equipment used in the various fabrication processes. Section 5003.2.6 contains detailed maintenance requirements. 2703.6 Security of areas. Areas shall be secured in accordance,,,,,,split_chunk_candidate,,,
2887,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,56,64,2703.10.1,2703.10.1.2,body_heading_child_of_section_number,"Exception 3 allows gas cabinet exhaust systems associated with and part of workstations to continue to operate after shutdown. Exception 4 states that automatic sprinklers are not required where the risk to people or property is limited, such as where",,,,,,safe_auto_candidate,,,
2888,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,56,64,2703.10.2,,no_detectable_heading,"A listed Class 2 plastic means it has been formulated with a resin that limits the propagation of fire and the development of smoke. Class 2 materials are evaluated using a parallel panel fire test. In this test, an 2400",,,,,,split_chunk_candidate,,,
2889,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,56,64,2703.10.4,2703.10.4.2,body_heading_child_of_section_number,❖ Sprinklers are required in each individual duct where all three of the conditions listed in this - CHAPTER 27—SEMICONDUCTOR FABRICATION FACILITIES SBC 801-CC-2024 1233 section exist. Commentary Figure 2703.10.4.1 illustrates how to measure the cross-sectional diameter of various duct,,,,,,split_chunk_candidate,,,
2890,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,56,64,2703.10.4,,no_detectable_heading,"❖ To prevent contamination of process equipment by sprinkler discharge water that might flow back down the duct, this section requires that the ducts have approved drainage facilities. Prompt drainage of sprinkler discharge water also reduces the likelihood of the",,,,1,1,split_chunk_candidate,,,
2891,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,56,64,2703.12.1,2703.12.1.1,body_heading_child_of_section_number,❖ This section states that emergency alarm systems must be installed in the locations defined in Sections 2703.12.1.1 through 2703.12.1.3. These requirements are more specific than those found in Section 5004.9. 2703.12.1.1 Service corridors. An approved emergency alarm system shall,,,,,,split_chunk_candidate,,,
2892,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,65,68,5003.1.1,2703.12.2,suspicious_cross_chapter_label,"CHAPTER 27—SEMICONDUCTOR FABRICATION FACILITIES SBC 801-CC-2024 1235 5003.1.1(1) or Table 5003.1.1(2). 2703.12.2 Alarm-initiating devices. An approved emergency telephone system, local alarm manual pull stations, or other approved alarm- initiating devices are allowed to be used as emergency alarm-initiating devices. ❖",,,,,,split_chunk_candidate,,,
2894,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,65,68,2703.13.2,2703.13.2.2,body_heading_child_of_section_number,"❖ The required local alarm is intended to alert occupants to a hazardous condition in the vicinity of HPM gas storage or use. The alarm is not intended to be an evacuation alarm; however, it must be monitored to hasten",,,,,,split_chunk_candidate,,,
2895,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,65,68,502.10,2703.14.1,suspicious_cross_chapter_label,"❖ This section is a summary of the ventilation requirements for semiconductor facilities, and references SBC 201 and SBC 501 for further requirements. Parallel requirements may be found in SBC 501 Section 502.10. 2703.14.1 Where required. Exhaust ventilation systems shall",,,,,,split_chunk_candidate,,,
2899,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,69,73,2704.1,,no_detectable_heading,"A Type 1 SAGS is made up of a gas cylinder filled with an adsorbent matter where the contents are stored at sub-atmospheric pressure at NTP. A Type 1 SAGS does not meet the code’s definition of “Compressed gas”; it",,,,,,split_chunk_candidate,,,
2900,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,69,73,2704.2.2,2704.2.2.1,body_heading_child_of_section_number,"❖ This section regulates the total amount of hazardous materials, whether in use or in storage, in a single fabrication area based on the density/quantity of material specified in Table 2704.2.2.1. The exception permits a fabrication area to have a",,,,,,split_chunk_candidate,,,
2902,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,69,73,2705.2.3,2705.2.3.4,body_heading_child_of_section_number,❖ Environmental requirements make it necessary to contain and recover HPM used in the manufacturing process. The design of the workstations must facilitate the recovery of spilled and spent HPM. The drainage system must be designed so that incompatible materials,,,,,,safe_auto_candidate,,,
2904,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,71,71,2705.2,2705.2.1,body_heading_child_of_section_number,❖ This section introduces the applicability of Sections 2705.2.1through 2705.2.3.4to HPM use in a fabrication area. 2705.2.1 Location of HPM in use in fabrication areas. Hazardous production materials in use in fabrication areas shall be within approved or listed gas,,,,,,safe_auto_candidate,,,
2905,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,74,83,2705.3,,no_detectable_heading,"CHAPTER 27—SEMICONDUCTOR FABRICATION FACILITIES SBC 801-CC-2024 1244 reactive properties. Some common metalorganics used are trimethyl aluminum (TMA), trimethyl gallium (TMG) and dimethyl aluminum hydride (DMAH). The strict safeguards for the increased workstation quantities allowed by this section should eliminate the",,,,,,split_chunk_candidate,,,
2906,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,74,83,2705.3.2,2705.3.2.1,body_heading_child_of_section_number,"❖ This section identifies the requirements for HPM transport in corridors, and stairway and ramp enclosures. 2705.3.2.1 Fabrication area alterations. Where existing fabrication areas are altered or modified in existing buildings, HPM is allowed to be transported in existing corridors",,,,,,split_chunk_candidate,,,
2907,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,74,83,2704.2.2,2704.2.2.1,body_heading_child_of_section_number,"The following resource materials were used in the preparation of the commentary for this chapter of the code: 1. ANSI/FM 4910—2013, American National Standard for Clean Room Materials Flammability Test Protocol. Norwood, MA: FM Global, 2013. 2. Code Changes Resource",,,,,,safe_auto_candidate,,,
2911,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,84,84,903.2.4,,no_detectable_heading,"CHAPTER 28—LUMBER YARDS AND AGRO-INDUSTRIAL, SOLID BIOMASS AND WOODWORKING FACILITIES SBC 801-CC-2024 1254 —LUMBER YARDS AND AGRO-INDUSTRIAL, SOLID BIOMASS AND WOODWORKING FACILITIES ❖ General Comments Woodworking, agro-industrial, solid biomass feedstock and forest product processing facilities tend to be located close",,,,1,,split_chunk_candidate,,,
2921,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,89,90,2808.4,,no_detectable_heading,"❖ This section provides tools and guidance for Fire officials when proposals to increase pile size are submitted. The protection needed for increased pile size includes fire flows through a hydrant system, fire apparatus access roads, means for monitoring pile",,,,,,split_chunk_candidate,,,
2922,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,89,90,2807.3,2808.8,suspicious_cross_chapter_label,"❖ Automatic sprinklers are needed because of the difficulty of manual fire suppression operations in concealed, enclosed and elevated areas (see commentary, Section 2807.3). 2808.8 Fire extinguishers. Portable fire extinguishers complying with Section 906and with a minimum rating of 4-A:60-B:C",,,,,,split_chunk_candidate,,,
2925,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,92,99,2810.1,,no_detectable_heading,"CHAPTER 28—LUMBER YARDS AND AGRO-INDUSTRIAL, SOLID BIOMASS AND WOODWORKING FACILITIES SBC 801-CC-2024 1262 the International Fire Service Training Association (IFSTA) Pumping Apparatus Driver/Operator Handbook. Installation of private fire protection systems must conform to the appropriate NFPA standards, including: yard hydrants",,,,,,split_chunk_candidate,,,
2930,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,100,101,901.6.1,,no_detectable_heading,"CHAPTER 29—MANUFACTURE OF ORGANIC COATINGS SBC 801-CC-2024 1270 foam-water sprinklers must be installed and maintained, in accordance with the code and the appropriate referenced standard indicated in Chapter 9 of the code where required by SBC 201 or the code.",,,,,,split_chunk_candidate,,,
2933,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,102,102,5003.2.5,2903.10,suspicious_cross_chapter_label,"CHAPTER 29—MANUFACTURE OF ORGANIC COATINGS SBC 801-CC-2024 1272 removed to a detached, outside location and, if not cleaned on the premises, the empty containers shall be removed from the plant as soon as practical. ❖ Partially full and empty containers",,,,,1,split_chunk_candidate,,,
2936,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,103,103,2903.10,2905.4,suspicious_cross_chapter_label,❖ Facility design should consider both spill containment and control provisions. Drains must discharge to approved containment basins. The location of containment facilities must not endanger adjacent facilities (see Sections 2903.10 and 5004.2). 2905.4 Explosion control. Explosion control shall be,,,,,,manual_review,,,
2937,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,104,104,414.5.1,2905.5,suspicious_cross_chapter_label,"CHAPTER 29—MANUFACTURE OF ORGANIC COATINGS SBC 801-CC-2024 1274 deflagration hazard; as defined by NFPA 35. Section 911and SBC 201 Section 414.5.1 prescribe requirements for explosion control. NFPA 68 also provides guidance on this subject. 2905.5 Ventilation. Enclosed structures in which",,,,,,split_chunk_candidate,,,
2942,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,106,111,418.4,2909.3,suspicious_cross_chapter_label,"❖ Tank storage located below grade is prohibited. Basements located under grade- level storage areas should be discouraged. Below-grade flammable liquid fires are extremely difficult to fight. Similarly, above- grade spills will flow to lower floors, possibly resulting in spill",,,,,,split_chunk_candidate,,,
2943,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,106,111,2909.4.2,,no_detectable_heading,"❖ Like other materials possessing unusual fire- hazard characteristics that may be susceptible to ignition if improperly handled, nitrocellulose must be kept in its Department of Transportation (DOTn) shipping container until used. This reduces the likelihood of accidents associated with",,,,,,split_chunk_candidate,,,
2945,SBC 801 - The Saudi Fire Protection Code (3)-1201-1400_extracted_chunks.json,112,112,3001.1,,no_detectable_heading,CHAPTER 30—INDUSTRIAL OVENS SBC 801-CC-2024 1282 —INDUSTRIAL OVENS ❖ General Comments The basic cause of industrial oven and furnace explosions is the ignition of an accumulated combustible mixture within the confined space of the furnace. A dangerous combustible mixture within,,,,,,split_chunk_candidate,,,
